customer_id,full_name,gender,age,region,city,phone_number,email,sim_type,plan_name,plan_price,activation_date,contract_length_months,monthly_data_used_gb,monthly_voice_minutes,monthly_sms_count,monthly_bill_amount,payment_method,payment_status,last_payment_date,device_type,device_brand,network_type,customer_service_calls,complaint_type,satisfaction_score,churn_status,signup_channel,referral_code,account_balance
CUST18124,Maryam Farah,male,60,Sanaag,Garowe,+252 96 253 4186,maryam.farah278@yahoo.com,POSTPAID,Weekend Booster,2,2022/03/25,6.0,1.33,2851,260,6.45,ZAAD,Pending,04/08/2026,Smartphone,Infinix,4G,14,Slow Data,2,Yes,Retail Store,,169.71
CUST19257,Osman Farah,M,54,Mudug,Kismayo,+252167943616,osman.farah916@hotmail.com,prepaid,Family Share,12,26-Oct-2025,6.0,0.74,2551,336,12.79,  Zaad  ,Pending,23-Apr-2024,Tablet,Tecno,3G,0,Network Issue,3,N,online,,25.5
CUST11122,Mustafa Warsame,male,65,Sanaag,Galkayo,0514448657,mustafa.warsame920@,Prepaid,Business Pro,20,2023/06/21,,7.93,505,300,25.51 USD,Bank Transfer,Paid,2024/01/10,Tablet,iPhone,2G,9,Network Issue,5,0,CALL CENTER,REF8176,109.99
CUST10011,Sahra Ahmed,Female,33,Benadir,Berbera,+252272980699,sahra.ahmed439@yahoo.com,postpaid,Family Share,12,16-May-2022,24.0,14.01,1726,129,22.85,EVC Plus,Overdue,2024-05-20,Smartphone,iPhone,2G,4,Billing Dispute,2,N,Retail Store,,133.88
CUST16114,Omar Dahir,F,25,Gedo,Beledweyne,+252183347256,omar.dahir463@gmail.com,postpaid,Student Plan,4,04-Oct-2025,6.0,1.26,2965,402,7.09,Bank Transfer,Failed,,Feature Phone,Tecno,4G LTE,2,Call Drop,,0,REFERRAL,,48.75
CUST13615,Ahmed Mohamud,F,27,Galguduud,Mogadishu,252872954866,ahmed.mohamud171@gmial.com,Prepaid,Weekend Booster,2,2024/02/24,0.0,0.36,1200,379,5.52,EVC Plus,Pending,,Mobile Hotspot,iPhone,4G LTE,9,Call Drop,5,N,Online,,73.29
CUST12280,Halima Ahmed,F,39,Sanaag,Kismayo,252807721212,halima.ahmed281@yahoo.com,POSTPAID,Family Share,12,16/12/2024,12.0,1.17,883,496,15.11,CASH,Overdue,28-May-2026,Smartphone,Nokia,2G,6,No Complaint,3,N,Call Center,,139.31
CUST19718,Qamar Osman,F,66,Gedo,Beledweyne,252453947783,qamar.osman5@hotmail.com,Postpaid,Unlimited Max,$25.00,2021-04-17,6.0,0.74,1336,98,29.82,Zaad,Paid,2025/04/29,Smartphone,Xiaomi,4G,12,Call Drop,2,Y,  Agent  ,,9.3
CUST10145,Anisa Osman,F,29,bay,Jowhar,+252 64 907 8515,anisa.osman700@yahoo.com,Postpaid,Data Saver,5,02-15-2024,,0.15,2481,17,8.97,Credit Card,Pending,02-26-2026,Tablet,Tecno,3G,14,Slow Data,1,N,  Agent  ,REF4857,45.43
CUST11043,Ibrahim Sheikh,F,71,Mogadishu,Berbera,0964511590,ibrahim.sheikh895@hotmail.com,Postpaid,Basic Talk,3,09-Nov-2021,,3.93,1462,23,8.9,Sahal,Failed,09/03/2026,Feature Phone,Samsung,4G,3,Slow Data,2,N,AGENT,REF3666,-13.93
CUST15546,Bashir Nur,Female,33,Galguduud,Burao,+252646436926,bashir.nur224@gmail.com,POSTPAID,Family Share,12,2024/06/19,12.0,0.48,1960,5,11.79,CASH,Pending,07-18-2025,Feature Phone,Itel,2G,7,,1,Yes,RETAIL STORE,,72.89
CUST13589,Layla Ali,F,39,Jubbada Hoose,Hargeisa,0633635500,layla.ali81@hotmail.com,PREPAID,Business Pro,20,05-01-2023,24.0,0.87,1881,253,23.6,Cash,Paid,01-03-2024,Tablet,Tecno,4G,1,SIM Swap,5,1,ONLINE,,189.08
CUST13718,Samira Hussein,male,49,Banaadir,Galkayo,0526152005,samira.hussein535@yahoo.com,  Postpaid  ,Unlimited Max,25,2023/11/17,6.0,2.34,1731,496,27.66,Sahal,Pending,2024-07-18,Mobile Hotspot,Infinix,4G LTE,7,Network Issue,5,Y,Referral,,56.31
CUST12737,Tarik Hussein,male,59,Togdheer,Bosaso,252483337747,tarik.hussein423@gmail.com,Postpaid,Basic Talk,3,01-Jul-2022,6.0,3.15,1427,426,8.75 USD,ZAAD,Paid,04-Jul-2026,Tablet,Xiaomi,2G,10,None,2,Y,referral,,51.22
CUST15333,Bashir Xasan,Male,31,Hargeisa,Hargeisa,252099169288,bashir.xasan440@gmial.com,Postpaid,Student Plan,4,08-Jun-2022,0.0,1.45,1389,292,8.24,Bank Transfer,Pending,02-01-2026,Mobile Hotspot,Huawei,3G,11,Call Drop,2,N,Agent,REF3376,109.71
CUST13797,Jamal Ismail,Female,73,Mudug,Galkayo,252733943887,jamal.ismail230@,PREPAID,Family Share,12,17-Jan-2025,6.0,0.44,1948,280,11.59,Cash,Pending,2026-01-25,Mobile Hotspot,Infinix,4G LTE,14,Network Issue,3,Yes,Online,,-19.05
CUST18624,Mohamed Sheikh,male,72,Hiiraan,Garowe,252981441097,mohamed.sheikh220@gmial.com,Postpaid,Business Pro,20,04-30-2020,0.0,0.08,1745,82,23.59,Sahal,Paid,2025-06-12,Tablet,Itel,2G,14,Network Issue,2,No,Referral,,115.7
CUST11287,Rahma Ahmed,Male,48,Hiiraan,Bosaso,0271696564,rahma.ahmed224@gmial.com,Prepaid,Basic Talk,3,26-Dec-2022,,1.73,1519,355,3.73 USD,Cash,Overdue,19/03/2025,Feature Phone,iPhone,2G,0,Network Issue,1,0,Call Center,,21.75
CUST13290,Deeqa Dahir,Female,21,Galguduud,Jowhar,252609159531,deeqa.dahir369@,Postpaid,Family Share,12,2022-05-05,,0.28,11,99,15.52,Zaad,Pending,2024/09/27,Tablet,iPhone,4G,5,No Complaint,5,Yes,  Referral  ,REF6697,65.8
CUST10949,Maryam Nur,Male,52,Banaadir,Beledweyne,0730539003,maryam.nur782@yahoo.com,Prepaid,Data Saver,5,2021-08-05,12.0,3.64,1506,361,7.24,Zaad,Overdue,30-Jan-2026,Tablet,Xiaomi,3G,7,Call Drop,2,1,Call Center,,-13.51
CUST12997,Yusuf Sheikh,F,26,Hiiraan,Bosaso,+252 80 831 4970,yusuf.sheikh253@gmial.com,Prepaid,Weekend Booster,2,2021/09/06,,1.48,170,358,1.4,Zaad,Paid,13-Nov-2025,Smartphone,Samsung,2G,0,Billing Dispute,3,Yes,Retail Store,,169.97
CUST17648,Ikran Guled,M,43,Sanaag,Berbera,0648 620 614,ikran.guled551@yahoo.com,Prepaid,Family Share,12,2021-12-20,0.0,1.54,2112,456,13.83,Bank Transfer,Overdue,2024/09/18,Tablet,,4G,13,SIM Swap,1,N,Agent,,7.65
CUST10633,Ubah Guled,M,56,Galguduud,Berbera,+252 07 996 5857,ubah.guled945@,Postpaid,Weekend Booster,2,29-Mar-2024,6.0,3.04,2773,19,4.94,Cash,Paid,12-Aug-2026,Mobile Hotspot,iPhone,4G,0,No Complaint,,Yes,Referral,,108.45
CUST13088,Mohamed Hassan,male,30,Bari,Beledweyne,+252527892049,mohamed.hassan314@hotmail.com,Postpaid,Unlimited Max,25,2020/04/29,6.0,3.5,757,393,24.87,Bank Transfer,Failed,01-05-2024,Tablet,Samsung,3G,12,SIM Swap,3,Y,Call Center,,145.37
CUST15634,Mustafa Abdullahi,F,44,Sanaag,Burao,0704379882,mustafa.abdullahi241@gmail.com,Postpaid,Data Saver,5,2025-10-28,,0.81,1464,31,7.72 USD,Sahal,Paid,2024-02-12,Tablet,Tecno,4G LTE,7,Billing Dispute,N/A,N,REFERRAL,,108.79
CUST14842,Amina Nur,F,72,Galguduud,Garowe,+252029986972,amina.nur829@hotmail.com,Prepaid,Business Pro,20,10-26-2022,0.0,1.74,955,101,19.71,Sahal,Paid,2026-02-23,Tablet,,3G,12,Network Issue,,Y,Online,,-8.88
CUST15013,Amina Warsame,male,21,Bari,Hargeisa,+252 56 163 4414,amina.warsame17@hotmail.com,Prepaid,Data Saver,5,04-08-2023,,4.03,1276,428,11.99,Credit Card,Overdue,10-Sep-2024,Tablet,Infinix,4G LTE,2,No Complaint,4,Yes,RETAIL STORE,REF9215,46.74
CUST18521,Liban Hussein,Male,42,Sanaag,Bosaso,+252439968052,liban.hussein322@yahoo.com,Prepaid,Data Saver,5,17-Apr-2025,24.0,2.21,420,415,6.2,EVC Plus,Overdue,2024/11/04,Mobile Hotspot,Itel,4G LTE,10,,3,N,  Online  ,,34.79
CUST16269,Yusuf Hussein,male,20,Lower Shabelle,Garowe,+252 67 415 3388,yusuf.hussein139@yahoo.com,POSTPAID,Data Saver,5,09-Jun-2020,,4.07,148,321,5.51,EVC PLUS,Failed,2024-10-13,Feature Phone,Samsung,3G,13,No Complaint,4,Yes,CALL CENTER,,35.42
CUST13997,Bashir Sheikh,F,74,Nugaal,Galkayo,+252 98 227 8920,bashir.sheikh403@yahoo.com,Postpaid,Student Plan,4,2025/01/22,0.0,2.01,1855,498,3.26,Bank Transfer,Overdue,09-15-2024,Smartphone,Xiaomi,2G,10,None,,Y,Call Center,,20.95
CUST19791,Sagal Dahir,F,18,Togdheer,Jowhar,+252 16 172 1783,sagal.dahir340@yahoo.com,  Postpaid  ,Data Saver,$5.00,2024-12-29,24.0,2.91,889,127,6.77,evc plus,Paid,03-19-2026,Tablet,Infinix,4G,11,Call Drop,2,1,online,,115.36
CUST16170,Omar Sheikh,female,27,Galguduud,Baidoa,0928724880,omar.sheikh991@gmail.com,Postpaid,Student Plan,4,08-29-2024,24.0,0.22,1389,273,8.09,zaad,Failed,,Feature Phone,Xiaomi,3G,7,None,5,0,Referral,,-5.85
CUST10571,Hodan Nur,Male,29,Woqooyi Galbeed,Baidoa,+252 02 585 3465,hodan.nur358@yahoo.com,Postpaid,Student Plan,4,09-04-2023,,6.12,2364,267,7.19,EVC Plus,Failed,2026-11-28,Mobile Hotspot,Infinix,3G,6,None,1,1,  Online  ,REF2502,100.5
CUST12362,Nasra Hussein,Male,19,Togdheer,Baidoa,0795 712 821,nasra.hussein778@hotmail.com,Prepaid,Weekend Booster,2,2024/02/09,0.0,1.4,1699,384,7.12,Cash,Pending,2026-12-24,Smartphone,iPhone,4G,10,Network Issue,2,0,Online,REF3706,30.7
CUST15893,Nasra Hassan,Female,60,Jubbada Hoose,Galkayo,252547023923,nasra.hassan315@yahoo.com,POSTPAID,Data Saver,5,28-Sep-2021,12.0,0.85,467,387,9.28,Sahal,Pending,30-Jul-2025,Smartphone,,3G,10,None,,No,online,,198.88
CUST10859,Yusuf Xasan,M,16,Sanaag,Garowe,252411371346,yusuf.xasan776@gmail.com,Postpaid,Weekend Booster,2,2025/06/03,12.0,0.27,1539,27,0.92,evc plus,Overdue,07-23-2025,Mobile Hotspot,Xiaomi,3G,7,SIM Swap,,No,Agent,REF8680,34.69
CUST10476,Khadija Yusuf,Male,-5,Gedo,Bosaso,0076291430,khadija.yusuf578@gmail.com,  Prepaid  ,Basic Talk,3,07-23-2025,,0.31,135,302,5.45,  Credit Card  ,Pending,10-04-2024,Smartphone,Infinix,2G,5,Billing Dispute,3,No,Retail Store,,73.86
CUST19506,Nadifo Sheikh,female,41,Nugaal,Hargeisa,+252397845876,nadifo.sheikh690@hotmail.com,Postpaid,Unlimited Max,25,23/07/2023,6.0,0.37,1959,267,24.01,credit card,Pending,10-05-2026,Mobile Hotspot,,4G LTE,11,None,3,No,Agent,REF1268,160.72
CUST15553,Cabdi Farah,M,44,Gedo,Baidoa,+252 54 759 7702,cabdi.farah917@yahoo.com,Prepaid,Weekend Booster,2,11-10-2025,,3.77,2517,487,3.74 USD,Sahal,Paid,16-Aug-2024,Smartphone,Tecno,4G LTE,15,No Complaint,2,0,Retail Store,,99.73
CUST19965,Tarik Hassan,Female,19,Gedo,Mogadishu,0685 482 459,tarik.hassan494@,Prepaid,Family Share,12,18-Feb-2024,6.0,3.33,2197,328,14.67,sahal,Paid,25-Dec-2026,Tablet,Infinix,4G LTE,11,No Complaint,4,Yes,retail store,,-15.88
CUST14872,Layla Jama,male,68,Mudug,Burao,252192476712,,postpaid,Student Plan,4,01-Oct-2020,0.0,0.88,1188,1,3.39,BANK TRANSFER,Pending,13-Aug-2026,Mobile Hotspot,iPhone,4G,9,Network Issue,,1,Retail Store,,10.67
CUST19894,Nadifo Elmi,female,49,Hiiraan,Marka,252005275894,nadifo.elmi404@yahoo.com,Postpaid,Business Pro,20,2022-06-17,0.0,5.23,57,180,20.85,Bank Transfer,Paid,2025/11/22,Smartphone,Itel,4G LTE,4,Slow Data,5,Yes,  Agent  ,,46.74
CUST17595,Faisal Mohamud,female,19,lower shabelle,Kismayo,+252 61 738 0436,faisal.mohamud435@gmial.com,postpaid,Student Plan,4,08/05/2023,6.0,18.51,77,409,17.64,Cash,Overdue,2024/07/15,Tablet,Nokia,4G,0,SIM Swap,5,1,  Call Center  ,,189.04
CUST10162,Ibrahim Jama,Male,36,Nugaal,Hargeisa,252706304891,ibrahim.jama668@yahoo.com,Postpaid,Business Pro,20,11/08/2025,6.0,4.02,688,400,21.73,Bank Transfer,Paid,15/08/2025,Smartphone,Xiaomi,4G,8,None,,N,Agent,,164.95
CUST18292,Cabdi Yusuf,male,34,Togdheer,Garowe,0078355144,cabdi.yusuf561@,POSTPAID,Student Plan,4,06-29-2021,24.0,0.29,2239,149,3.05,Cash,Pending,,Tablet,Tecno,4G LTE,9,SIM Swap,4,Y,Call Center,,40.28
CUST17457,Bashir Hassan,female,69,Bay,Beledweyne,+252240865839,bashir.hassan417@hotmail.com,POSTPAID,Family Share,12,08-22-2023,12.0,2.07,2507,370,14.7,sahal,Paid,09-16-2025,Tablet,Tecno,3G,10,SIM Swap,N/A,No,Referral,REF7826,116.82
CUST11809,Fatima Cali,female,47,Galguduud,Baidoa,+252 91 128 1101,fatima.cali832@gmail.com,Prepaid,Student Plan,4,06-15-2020,0.0,0.41,1392,253,3.17,SAHAL,Paid,01-Jul-2024,Mobile Hotspot,Xiaomi,4G,9,Slow Data,2,0,Online,,34.52
CUST10408,Zainab Aden,M,42,Woqooyi Galbeed,Burao,0796868008,zainab.aden919@yahoo.com,  Postpaid  ,Unlimited Max,25,2021-09-18,24.0,9.43,1171,32,30.98 USD,Zaad,Paid,2026-01-20,Feature Phone,Huawei,4G LTE,12,SIM Swap,2,N,Agent,REF3612,23.77
CUST15478,Anisa Ismail,male,57,Jubbada Hoose,Kismayo,0634880548,anisa.ismail880@yahoo.com,POSTPAID,Weekend Booster,2,2025/03/03,,5.81,2704,250,4.75,Sahal,Failed,14-May-2024,Mobile Hotspot,Samsung,4G LTE,5,Call Drop,,Yes,Retail Store,REF5853,139.01
CUST18574,Waris Ismail,male,73,Togdheer,Marka,0007 255 175,waris.ismail572@,Postpaid,Data Saver,5,11/05/2022,6.0,7.89,2388,168,9.9,  Zaad  ,Overdue,2026-09-21,Feature Phone,Itel,4G LTE,11,Slow Data,4,1,retail store,,56.17
CUST12068,Tarik Farah,M,26,Lower Shabelle,Jowhar,252190574179,tarik.farah944@gmail.com,postpaid,Family Share,$12.00,05-12-2025,,0.72,468,310,14.62,SAHAL,Failed,07-15-2024,Mobile Hotspot,Samsung,4G LTE,10,No Complaint,N/A,N,  Online  ,REF2256,45.58
CUST12450,Qamar Abdullahi,F,71,Togdheer,Kismayo,0476871391,qamar.abdullahi733@,Postpaid,Data Saver,5,19-Nov-2022,24.0,1.26,1884,435,4.8,Sahal,Failed,2025-03-12,Tablet,Nokia,4G LTE,4,No Complaint,1,1,RETAIL STORE,,175.82
CUST15089,Nasra Jama,M,49,Gedo,Galkayo,252388387361,nasra.jama24@gmail.com,Postpaid,Basic Talk,3,10-Aug-2021,12.0,0.51,1940,494,1.63,EVC Plus,Failed,24/12/2025,Feature Phone,Tecno,4G,1,No Complaint,3,Y,Agent,,63.88
CUST17322,Ibrahim Ismail,F,38,Bari,Kismayo,+252 78 415 1228,ibrahim.ismail771@gmail.com,Postpaid,Business Pro,20,02-Sep-2025,12.0,2.63,2018,436,20.84 USD,Cash,Overdue,2024-11-08,Tablet,iPhone,2G,4,No Complaint,5,Yes,Retail Store,,6.24
CUST11667,Cabdi Abdullahi,Female,37,Mudug,Jowhar,+252 08 806 3572,cabdi.abdullahi643@gmial.com,PREPAID,Family Share,12,07-Sep-2022,6.0,10.67,728,314,16.01,sahal,Failed,2024-04-30,Mobile Hotspot,Tecno,2G,13,Network Issue,N/A,No,Retail Store,REF2032,17.15
CUST13142,Ikran Xasan,Male,28,Gedo,Burao,0217 716 558,ikran.xasan399@gmail.com,Postpaid,Weekend Booster,2,05-07-2024,0.0,3.51,578,83,4.04,EVC Plus,Pending,,Mobile Hotspot,Nokia,2G,6,Slow Data,4,N,Agent,,199.0
CUST13640,Qamar Elmi,M,46,Mudug,Galkayo,+252322755863,qamar.elmi691@gmial.com,prepaid,Weekend Booster,2,11-06-2024,0.0,1.09,631,489,6.72,Credit Card,Overdue,2025-04-27,Smartphone,,4G,12,None,N/A,No,Retail Store,,185.79
CUST14139,Mustafa Ahmed,Male,17,Sanaag,Kismayo,+252 86 771 1761,mustafa.ahmed249@gmial.com,  Postpaid  ,Data Saver,5,15/01/2020,0.0,3.25,2476,416,-5.77,  Cash  ,Paid,17/06/2024,Tablet,Nokia,4G,9,No Complaint,2,No,Online,,55.47
CUST15833,Ahmed Yusuf,male,73,Bari,Bosaso,252356690990,ahmed.yusuf736@hotmail.com,PREPAID,Unlimited Max,25,07-12-2022,,2.26,2193,376,30.69,SAHAL,Paid,03/06/2025,Feature Phone,,3G,4,,1,No,Agent,,93.52
CUST12563,Yusuf Elmi,M,53,Lower Shabelle,Marka,0700259267,yusuf.elmi242@gmail.com,Prepaid,Family Share,12,14-Jul-2021,12.0,0.3,2857,99,13.1,Bank Transfer,Paid,10-16-2025,Smartphone,Huawei,3G,7,SIM Swap,,N,  Call Center  ,,18.59
CUST18440,Zainab Elmi,male,34,Galguduud,Marka,0899 325 384,zainab.elmi607@,  Prepaid  ,Family Share,12,29/07/2023,6.0,1.26,1444,246,13.76,Sahal,Paid,,Mobile Hotspot,Huawei,3G,9,Billing Dispute,5,Yes,call center,REF8142,63.32
CUST15443,Zainab Ali,male,42,Nugaal,Jowhar,+252 82 771 1462,zainab.ali106@yahoo.com,Prepaid,Family Share,12,2021/07/23,6.0,12.26,2871,164,22.1,EVC PLUS,Paid,2025-11-02,Smartphone,Nokia,4G,13,No Complaint,1,Y,RETAIL STORE,,52.67
CUST11849,Layla Yusuf,M,19,Sanaag,Baidoa,0272751421,layla.yusuf451@gmial.com,Prepaid,Unlimited Max,25,07-02-2024,0.0,4.15,730,18,28.22,Zaad,Failed,,Smartphone,Huawei,4G LTE,11,Slow Data,5,N,ONLINE,REF1393,96.42
CUST13485,Fatima Elmi,M,150,Nugaal,Burao,0928 167 984,fatima.elmi784@,Postpaid,Student Plan,4,01-19-2024,6.0,3.59,816,466,5.48,sahal,Pending,2026/10/22,Tablet,iPhone,4G LTE,6,Billing Dispute,3,1,Referral,REF9008,150.38
CUST15724,Sagal Dahir,Female,23,Jubbada Hoose,Hargeisa,+252 15 184 4924,sagal.dahir548@gmail.com,Postpaid,Basic Talk,3,2023-10-27,24.0,0.56,2934,138,2.67,Sahal,Paid,2024-02-24,Tablet,Huawei,4G,13,SIM Swap,1,No,  Agent  ,REF9829,43.66
CUST19860,Layla Hassan,Male,48,Shabeellaha Hoose,Beledweyne,0265 519 636,layla.hassan274@gmail.com,Prepaid,Unlimited Max,25,18-Apr-2025,6.0,7.56,1794,354,26.8 USD,credit card,Pending,03-19-2024,Feature Phone,Huawei,3G,2,Call Drop,5,0,Agent,REF4828,151.92
CUST11323,Anisa Farah,F,57,Mudug,Beledweyne,0284427180,anisa.farah627@gmail.com,Prepaid,Weekend Booster,2,2024-03-06,24.0,0.99,2614,466,2.65,Cash,Pending,2024/09/11,Feature Phone,Xiaomi,2G,9,Slow Data,1,0,online,,7.09
CUST14267,Layla Elmi,Male,35,Nugaal,Beledweyne,+252 45 145 4411,layla.elmi417@gmail.com,Prepaid,Student Plan,4,02-Mar-2021,,0.25,1672,338,8.34,Credit Card,Overdue,14/03/2024,Tablet,Itel,2G,1,Call Drop,1,1,Agent,,63.28
CUST13196,Sahra Xasan,female,63,BAY,Bosaso,252592546887,sahra.xasan982@yahoo.com,Postpaid,Data Saver,5,2020/11/05,12.0,11.33,97,96,8.75,EVC Plus,Failed,05-04-2024,Mobile Hotspot,Itel,2G,7,Call Drop,5,0,Call Center,,59.82
CUST10561,Halima Ali,female,28,Jubbada Hoose,Marka,0429 920 237,halima.ali444@gmial.com,Postpaid,Weekend Booster,2,22/11/2023,24.0,0.96,1024,47,6.32,Zaad,Paid,04-17-2025,Feature Phone,Infinix,4G,0,Slow Data,4,0,Online,,70.22
CUST19260,Cabdi Warsame,Male,64,Bari,Berbera,0702 183 487,cabdi.warsame471@yahoo.com,postpaid,Unlimited Max,25,07/07/2024,24.0,2.42,1603,420,26.63 USD,  EVC Plus  ,Overdue,18/07/2025,Tablet,Itel,3G,11,Call Drop,1,1,Agent,,191.98
CUST10130,Layla Osman,Male,51,Togdheer,Berbera,0632543107,layla.osman471@gmial.com,Prepaid,Business Pro,20,18/07/2024,12.0,2.16,2883,324,19.09,  Credit Card  ,Paid,2025/07/06,Feature Phone,Tecno,4G,1,Call Drop,,Y,RETAIL STORE,,116.21
CUST11505,Qamar Guled,F,31,Banaadir,Marka,+252620563364,qamar.guled464@,Prepaid,Weekend Booster,2,14/12/2020,,2.04,1680,125,1.88,Bank Transfer,Pending,2025-09-05,Mobile Hotspot,Huawei,2G,13,None,5,No,retail store,,94.15
CUST11039,Warsame Dahir,F,60,Nugaal,Baidoa,0996240238,warsame.dahir148@gmail.com,PREPAID,Student Plan,4,11-04-2020,,1.52,2632,12,7.34,CASH,Failed,27/11/2025,Smartphone,,4G LTE,7,Billing Dispute,2,1,Online,REF6242,160.41
CUST14614,Tarik Mohamud,Male,44,Jubbada Hoose,Jowhar,0448 552 571,tarik.mohamud792@yahoo.com,  Postpaid  ,Student Plan,4,10-01-2020,,1.14,2702,77,3.13 USD,EVC Plus,Paid,2024/05/10,Feature Phone,Infinix,3G,15,Slow Data,,0,Call Center,,123.02
CUST18054,Hassan Sheikh,Female,57,Hiiraan,Burao,0106 250 535,hassan.sheikh78@gmial.com,Prepaid,Business Pro,20,2021/11/22,12.0,6.47,2071,433,22.18,Sahal,Pending,2026/01/14,Tablet,Itel,3G,8,Billing Dispute,4,N,agent,,62.72
CUST17345,Mohamed Osman,M,44,bay,Bosaso,0210 502 766,mohamed.osman81@,Prepaid,Data Saver,5,2024-11-02,0.0,1.25,2692,277,9.54,sahal,Pending,11-14-2024,Smartphone,Samsung,2G,9,Billing Dispute,3,0,Call Center,,22.12
CUST19274,Warsame Hussein,Female,17,Galguduud,Bosaso,+252 60 317 8646,warsame.hussein142@hotmail.com,postpaid,Family Share,12,10-02-2024,12.0,5.08,2732,161,16.37,credit card,Paid,12/10/2024,Smartphone,Infinix,4G LTE,1,Network Issue,4,Y,Online,,146.96
CUST16011,Faisal Abdullahi,F,59,Woqooyi Galbeed,Beledweyne,0028 957 787,faisal.abdullahi29@gmial.com,Prepaid,Basic Talk,3,2021/10/22,24.0,6.81,252,219,6.68,EVC PLUS,Paid,,Tablet,Itel,4G LTE,3,,,No,Referral,,-6.55
CUST10283,Anisa Xasan,Male,70,Hiiraan,Mogadishu,0981 079 649,anisa.xasan767@yahoo.com,Postpaid,Family Share,12,06-Feb-2025,6.0,0.39,1475,114,11.21,Cash,Pending,12-Feb-2024,Tablet,Xiaomi,4G LTE,7,Slow Data,2,0,agent,,174.4
CUST11219,Muna Hussein,Female,53,Banaadir,Berbera,252268315624,,  Prepaid  ,Basic Talk,3,2024/07/11,24.0,1.28,43,175,3.5,Cash,Pending,2024/05/17,Tablet,Tecno,2G,4,No Complaint,2,No,Referral,,159.46
CUST12755,Maryam Nur,Male,55,banaadir,Bosaso,0279192515,maryam.nur917@gmial.com,Prepaid,Weekend Booster,2,08-04-2023,6.0,691.46,744,277,350.98,Zaad,Pending,,Feature Phone,Infinix,4G,2,Billing Dispute,5,0,Call Center,REF5341,-10.41
CUST15759,Hibaq Guled,Female,24,Nugaal,Jowhar,+252667182739,hibaq.guled272@hotmail.com,postpaid,Family Share,12,30/05/2023,24.0,1.49,1468,11,12.9,Bank Transfer,Pending,10-Aug-2026,Smartphone,Huawei,3G,0,SIM Swap,3,N,agent,REF8899,138.57
CUST10280,Muna Guled,Female,48,Togdheer,Mogadishu,252317235137,muna.guled628@gmail.com,Prepaid,Data Saver,5,04-21-2021,,8.83,1354,90,14.32,CASH,Pending,12-Jun-2025,Tablet,Huawei,4G LTE,0,Slow Data,N/A,N,referral,REF8998,35.75
CUST14616,Said Elmi,Female,65,bay,Hargeisa,0240 545 983,said.elmi275@hotmail.com,Postpaid,Basic Talk,3,07-23-2023,24.0,6.62,1957,415,10.18,Credit Card,Overdue,27-Dec-2026,Tablet,Xiaomi,3G,7,Billing Dispute,N/A,Y,  Agent  ,,44.88
CUST19252,Fatima Warsame,F,18,Galguduud,Burao,252448126670,fatima.warsame720@gmial.com,postpaid,Business Pro,$20.00,2025-10-15,6.0,1.14,1779,486,20.24 USD,EVC PLUS,Pending,,Tablet,iPhone,3G,10,Call Drop,,No,Online,,137.58
CUST12167,Kaltuun Warsame,Male,37,Banaadir,Baidoa,+252835275617,kaltuun.warsame587@,Postpaid,Weekend Booster,2,02-28-2020,6.0,0.54,1646,79,5.63,Cash,Paid,02-19-2025,Mobile Hotspot,Itel,4G LTE,7,,N/A,Yes,Retail Store,,181.38
CUST18789,Mustafa Nur,Male,27,Jubbada Hoose,Hargeisa,0805653027,mustafa.nur573@hotmail.com,Postpaid,Family Share,12,2020-08-31,24.0,4.41,630,453,18.16,Sahal,Failed,03-Mar-2025,Tablet,Tecno,4G,0,SIM Swap,N/A,0,Agent,,187.7
CUST14132,Muna Aden,Female,57,Nugaal,Jowhar,252079511974,muna.aden928@gmail.com,Prepaid,Family Share,12,02-Dec-2022,,4.34,59,283,16.67 USD,Bank Transfer,Overdue,10-Feb-2026,Mobile Hotspot,Samsung,4G LTE,15,Call Drop,3,No,retail store,,185.36
CUST17689,Farhan Yusuf,female,48,Nugaal,Kismayo,+252970263326,farhan.yusuf734@gmail.com,POSTPAID,Business Pro,20,19-Sep-2024,24.0,7.28,1869,269,26.86 USD,credit card,Pending,2024-12-28,Smartphone,Nokia,4G,3,None,3,N,Online,,183.78
CUST19651,Mustafa Hussein,male,27,Banaadir,Marka,0103 540 041,mustafa.hussein794@gmail.com,Postpaid,Student Plan,4,2025/04/16,24.0,0.71,2912,63,4.03,ZAAD,Failed,2025/05/16,Tablet,Samsung,2G,8,Slow Data,N/A,0,Call Center,,10.2
CUST10804,Deeqa Hassan,female,58,Bay,Mogadishu,252469017495,deeqa.hassan650@gmial.com,Prepaid,Student Plan,4,07-03-2021,0.0,2.21,2566,251,6.92,Zaad,Pending,05-31-2026,Smartphone,Huawei,3G,6,None,5,1,  Online  ,REF1229,81.4
CUST12881,Layla Guled,Male,47,Togdheer,Bosaso,252249632336,layla.guled603@hotmail.com,prepaid,Weekend Booster,2,02-Jul-2022,6.0,7.72,2594,333,8.94,Credit Card,Overdue,12-05-2024,Feature Phone,Huawei,3G,12,Slow Data,5,No,Agent,,197.83
CUST18693,Qamar Abdullahi,female,25,Bari,Mogadishu,+252 50 701 9004,qamar.abdullahi775@hotmail.com,Prepaid,Student Plan,4,02-Jun-2024,24.0,0.05,1796,390,3.27,Bank Transfer,Paid,,Feature Phone,Tecno,4G,7,Call Drop,4,No,Referral,REF2609,22.11
